,opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,cycle_duration,quarter_close,account_sector,account_revenue,account_employees,office_location,size_category,manager,regional_office,series,sales_price
3320,IZJR1WDM,Zane Levy,MG Special,Plexzap,Won,2017-07-04,2017-09-21,52.0,79.0,Q3 2017,Retail,2437.85,4874,United States,Enterprise,Summer Sewald,West,MG,55
3321,5MRPZ44K,Anna Snelling,GTX Basic,Domzoom,Won,2017-07-05,2017-08-28,522.0,54.0,Q3 2017,Entertainment,217.87,551,United States,SMB,Dustin Brinkmann,Central,GTX,550
3324,KDDN1E4O,Cassey Cress,GTX Plus Basic,Betasoloin,Won,2017-07-05,2017-07-14,1109.0,9.0,Q3 2017,Medical,251.41,495,United States,SMB,Rocco Neubert,East,GTX,1096
3325,S8JALB62,Cassey Cress,MG Advanced,The New York Inquirer,Won,2017-07-05,2017-07-06,3508.0,1.0,Q3 2017,Medical,439.21,792,United States,Mid-Market,Rocco Neubert,East,MG,3393
3329,VXOZC2CN,Garret Kinder,GTX Plus Basic,Vehement Capital Partners,Won,2017-07-05,2017-09-29,1319.0,86.0,Q3 2017,Finance,646.1,883,United States,Mid-Market,Cara Losch,East,GTX,1096
3331,UEXJN3Y6,Kami Bicknell,GTX Plus Basic,Konex,Won,2017-07-05,2017-07-12,1230.0,7.0,Q3 2017,Technolgy,7708.38,13756,United States,Enterprise,Summer Sewald,West,GTX,1096
3333,MCQGU5EA,Kary Hendrixson,GTX Basic,Sunnamplex,Won,2017-07-05,2017-07-15,443.0,10.0,Q3 2017,Marketing,894.37,1593,Poland,Enterprise,Summer Sewald,West,GTX,550
3334,M0IN22XH,Kary Hendrixson,GTX Plus Basic,Zoomit,Won,2017-07-05,2017-09-26,1043.0,83.0,Q3 2017,Entertainment,324.19,978,United States,Mid-Market,Summer Sewald,West,GTX,1096
3338,IEB855X8,Marty Freudenburg,MG Advanced,Codehow,Won,2017-07-05,2017-08-08,3458.0,34.0,Q3 2017,Software,2714.9,2641,United States,Enterprise,Melvin Marxen,Central,MG,3393
3342,R9V8QAPK,Rosie Papadopoulos,MG Special,Kan-code,Won,2017-07-05,2017-07-14,58.0,9.0,Q3 2017,Software,11698.03,34288,United States,Enterprise,Cara Losch,East,MG,55
3345,BXOIQHTS,Zane Levy,GTX Basic,Y-corporation,Won,2017-07-05,2017-09-20,658.0,77.0,Q3 2017,Employment,2871.35,9561,United States,Enterprise,Summer Sewald,West,GTX,550
3348,K8VBNOW9,Cassey Cress,GTX Plus Pro,Plussunin,Won,2017-07-06,2017-09-01,4791.0,57.0,Q3 2017,Retail,1419.98,4018,United States,Enterprise,Rocco Neubert,East,GTX,5482
3349,3GEDSDVN,Cecily Lampkin,GTX Basic,Inity,Won,2017-07-06,2017-07-08,590.0,2.0,Q3 2017,Marketing,2403.58,8801,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
3350,R0ZYAJFM,Cecily Lampkin,GTX Plus Pro,Isdom,Won,2017-07-06,2017-07-14,5629.0,8.0,Q3 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
3352,JMTKEPXF,Donn Cantrell,MG Advanced,Zotware,Won,2017-07-06,2017-07-17,2996.0,11.0,Q3 2017,Software,4478.47,13809,United States,Enterprise,Rocco Neubert,East,MG,3393
3353,EQ399D3M,Hayden Neloms,MG Advanced,Sonron,Won,2017-07-06,2017-07-14,3250.0,8.0,Q3 2017,Telecommunications,1699.85,5108,United States,Enterprise,Celia Rouche,West,MG,3393
3356,LXDCC260,Marty Freudenburg,GTX Plus Pro,Funholding,Won,2017-07-06,2017-07-07,5966.0,1.0,Q3 2017,Finance,2819.5,7227,United States,Enterprise,Melvin Marxen,Central,GTX,5482
3357,1Z72JRDI,Maureen Marcano,MG Advanced,Labdrill,Won,2017-07-06,2017-07-16,3452.0,10.0,Q3 2017,Medical,2741.37,9226,United States,Enterprise,Summer Sewald,West,MG,3393
3361,MON3JWUF,Vicki Laflamme,GTX Basic,Faxquote,Won,2017-07-06,2017-07-13,583.0,7.0,Q3 2017,Telecommunications,1825.82,5595,United States,Enterprise,Celia Rouche,West,GTX,550
3364,PMVKMS6A,Zane Levy,GTX Basic,J-Texon,Won,2017-07-06,2017-09-27,507.0,83.0,Q3 2017,Retail,1388.67,3583,United States,Enterprise,Summer Sewald,West,GTX,550
3367,611J0LEK,Boris Faz,GTX Basic,Betasoloin,Won,2017-07-07,2017-07-09,574.0,2.0,Q3 2017,Medical,251.41,495,United States,SMB,Rocco Neubert,East,GTX,550
3369,ZWA2ES4F,Cassey Cress,MG Special,Opentech,Won,2017-07-07,2017-09-07,48.0,62.0,Q3 2017,Finance,355.23,853,United States,Mid-Market,Rocco Neubert,East,MG,55
3371,CPQ348W9,Cecily Lampkin,GTX Basic,Isdom,Won,2017-07-07,2017-07-15,458.0,8.0,Q3 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
3372,UZ0MRAFU,Cecily Lampkin,GTX Plus Pro,Codehow,Won,2017-07-07,2017-09-18,5455.0,73.0,Q3 2017,Software,2714.9,2641,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
3374,GE5SORJX,Corliss Cosme,GTX Plus Pro,Kan-code,Won,2017-07-07,2017-09-17,5666.0,72.0,Q3 2017,Software,11698.03,34288,United States,Enterprise,Cara Losch,East,GTX,5482
3375,03O9FNTZ,Daniell Hammack,GTX Plus Basic,Bluth Company,Won,2017-07-07,2017-07-09,1107.0,2.0,Q3 2017,Technolgy,1242.32,3027,United States,Enterprise,Rocco Neubert,East,GTX,1096
3376,M6J6VNVQ,Donn Cantrell,GTX Basic,Ontomedia,Won,2017-07-07,2017-09-08,498.0,63.0,Q3 2017,Employment,882.12,2769,United States,Enterprise,Rocco Neubert,East,GTX,550
3378,ZPKCSV3R,Jonathan Berthelot,MG Special,Dontechi,Won,2017-07-07,2017-07-11,64.0,4.0,Q3 2017,Software,4618.0,10083,United States,Enterprise,Melvin Marxen,Central,MG,55
3382,PMQCN4PR,Kary Hendrixson,GTX Basic,Finjob,Won,2017-07-07,2017-07-09,565.0,2.0,Q3 2017,Employment,2059.9,3644,United States,Enterprise,Summer Sewald,West,GTX,550
3383,CBIFB5BB,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-07-07,2017-07-17,579.0,10.0,Q3 2017,Software,11698.03,34288,United States,Enterprise,Summer Sewald,West,GTX,550
3384,BSVZWUXR,Lajuana Vencill,MG Special,Hottechi,Won,2017-07-07,2017-09-11,56.0,66.0,Q3 2017,Technolgy,8170.38,16499,Korea,Enterprise,Dustin Brinkmann,Central,MG,55
3385,LN9NU0A8,Marty Freudenburg,GTX Plus Basic,Inity,Won,2017-07-07,2017-07-17,1193.0,10.0,Q3 2017,Marketing,2403.58,8801,United States,Enterprise,Melvin Marxen,Central,GTX,1096
3387,FN50OJHN,Niesha Huffines,GTX Plus Basic,Betatech,Won,2017-07-07,2017-07-11,1088.0,4.0,Q3 2017,Medical,647.18,1185,Kenya,Mid-Market,Melvin Marxen,Central,GTX,1096
3389,90K2ZTKB,Rosalina Dieter,MG Special,Xx-holding,Won,2017-07-07,2017-09-11,58.0,66.0,Q3 2017,Finance,7537.24,20293,United States,Enterprise,Celia Rouche,West,MG,55
3391,Y1GEH2EG,Vicki Laflamme,GTX Plus Pro,Green-Plus,Won,2017-07-07,2017-07-13,4466.0,6.0,Q3 2017,Services,692.19,1922,United States,Enterprise,Celia Rouche,West,GTX,5482
3394,4MTCQ31T,Anna Snelling,MG Special,Gogozoom,Won,2017-07-08,2017-11-06,55.0,121.0,Q4 2017,Telecommunications,86.68,187,United States,SMB,Dustin Brinkmann,Central,MG,55
3397,COGZW25D,Cassey Cress,GTX Plus Basic,Konex,Won,2017-07-08,2017-07-16,861.0,8.0,Q3 2017,Technolgy,7708.38,13756,United States,Enterprise,Rocco Neubert,East,GTX,1096
3400,J03H7OQF,Darcel Schlecht,MG Special,Betatech,Won,2017-07-08,2017-07-16,54.0,8.0,Q3 2017,Medical,647.18,1185,Kenya,Mid-Market,Melvin Marxen,Central,MG,55
3401,DJXM9LIW,Donn Cantrell,GTX Plus Basic,Kinnamplus,Won,2017-07-08,2017-07-14,1020.0,6.0,Q3 2017,Retail,702.72,1831,United States,Enterprise,Rocco Neubert,East,GTX,1096
3402,6XH71PH8,Donn Cantrell,GTX Plus Basic,Yearin,Won,2017-07-08,2017-09-28,1136.0,82.0,Q3 2017,Retail,2261.05,3851,United States,Enterprise,Rocco Neubert,East,GTX,1096
3403,AW1U6QKR,Donn Cantrell,MG Special,Konex,Won,2017-07-08,2017-07-14,55.0,6.0,Q3 2017,Technolgy,7708.38,13756,United States,Enterprise,Rocco Neubert,East,MG,55
3404,GUJNYTXN,Garret Kinder,GTX Basic,Kinnamplus,Won,2017-07-08,2017-07-09,483.0,1.0,Q3 2017,Retail,702.72,1831,United States,Enterprise,Cara Losch,East,GTX,550
3405,ELLLRB7A,James Ascencio,GTX Basic,Zoomit,Won,2017-07-08,2017-08-29,587.0,52.0,Q3 2017,Entertainment,324.19,978,United States,Mid-Market,Summer Sewald,West,GTX,550
3406,F4EHCQIC,James Ascencio,GTX Plus Pro,Kan-code,Won,2017-07-08,2017-07-16,5284.0,8.0,Q3 2017,Software,11698.03,34288,United States,Enterprise,Summer Sewald,West,GTX,5482
3410,00XBYXIB,Kary Hendrixson,GTX Plus Basic,Green-Plus,Won,2017-07-08,2017-07-09,993.0,1.0,Q3 2017,Services,692.19,1922,United States,Enterprise,Summer Sewald,West,GTX,1096
3413,UIA0FO51,Rosie Papadopoulos,MG Advanced,Xx-zobam,Won,2017-07-08,2017-07-09,3569.0,1.0,Q3 2017,Entertainment,3838.39,8274,United States,Enterprise,Cara Losch,East,MG,3393
3414,48J7F1A2,Vicki Laflamme,MG Advanced,Hottechi,Won,2017-07-08,2017-08-31,3276.0,54.0,Q3 2017,Technolgy,8170.38,16499,Korea,Enterprise,Celia Rouche,West,MG,3393
3421,045D5MZO,Zane Levy,GTX Plus Pro,Kan-code,Won,2017-07-08,2017-07-17,5576.0,9.0,Q3 2017,Software,11698.03,34288,United States,Enterprise,Summer Sewald,West,GTX,5482
3422,K1UREXI5,Anna Snelling,GTX Basic,Genco Pura Olive Oil Company,Won,2017-07-09,2017-09-16,460.0,69.0,Q3 2017,Retail,894.33,1635,Italy,Enterprise,Dustin Brinkmann,Central,GTX,550
3423,M7Y1LHHA,Boris Faz,GTX Basic,Zathunicon,Won,2017-07-09,2017-07-16,457.0,7.0,Q3 2017,Retail,71.12,144,United States,SMB,Rocco Neubert,East,GTX,550
3425,SGI5I4X1,Corliss Cosme,GTX Basic,Gekko & Co,Won,2017-07-09,2017-07-10,665.0,1.0,Q3 2017,Retail,2520.83,3502,United States,Enterprise,Cara Losch,East,GTX,550
3426,U07VUUGP,Corliss Cosme,GTX Plus Basic,Zathunicon,Won,2017-07-09,2017-07-15,1122.0,6.0,Q3 2017,Retail,71.12,144,United States,SMB,Cara Losch,East,GTX,1096
3427,SEC6K7X2,Corliss Cosme,GTX Plus Pro,Umbrella Corporation,Won,2017-07-09,2017-07-18,5578.0,9.0,Q3 2017,Finance,2022.14,5113,United States,Enterprise,Cara Losch,East,GTX,5482
3428,MXVBWIE5,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-07-09,2017-09-08,460.0,61.0,Q3 2017,Technolgy,1008.06,1238,United States,Mid-Market,Melvin Marxen,Central,GTX,550
3429,794F5VJB,Donn Cantrell,GTX Plus Basic,Donware,Won,2017-07-09,2017-08-31,1133.0,53.0,Q3 2017,Marketing,1197.44,2570,United States,Enterprise,Rocco Neubert,East,GTX,1096
3430,TNEB1XNK,Donn Cantrell,GTX Plus Basic,Gekko & Co,Won,2017-07-09,2017-09-18,1194.0,71.0,Q3 2017,Retail,2520.83,3502,United States,Enterprise,Rocco Neubert,East,GTX,1096
3431,P60PIE95,Donn Cantrell,GTX Plus Pro,Yearin,Won,2017-07-09,2017-09-16,5861.0,69.0,Q3 2017,Retail,2261.05,3851,United States,Enterprise,Rocco Neubert,East,GTX,5482
3433,NC7V5K1T,Gladys Colclough,GTX Plus Basic,Stanredtax,Won,2017-07-09,2017-08-28,1194.0,50.0,Q3 2017,Finance,1698.2,3798,United States,Enterprise,Melvin Marxen,Central,GTX,1096
3434,0CTHPQGT,Jonathan Berthelot,MG Special,Cancity,Won,2017-07-09,2017-07-19,53.0,10.0,Q3 2017,Retail,718.62,2448,United States,Enterprise,Melvin Marxen,Central,MG,55
3436,02SSRMSA,Lajuana Vencill,GTX Plus Basic,Inity,Won,2017-07-09,2017-07-13,1192.0,4.0,Q3 2017,Marketing,2403.58,8801,United States,Enterprise,Dustin Brinkmann,Central,GTX,1096
3437,HBJPBF3P,Marty Freudenburg,MG Special,Conecom,Won,2017-07-09,2017-09-01,54.0,54.0,Q3 2017,Technolgy,1520.66,1806,United States,Enterprise,Melvin Marxen,Central,MG,55
3439,OUMM04QV,Moses Frase,GTX Plus Pro,Warephase,Won,2017-07-09,2017-07-18,4651.0,9.0,Q3 2017,Services,2041.73,5276,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
3441,66KFPHBT,Niesha Huffines,GTX Plus Pro,Betatech,Won,2017-07-09,2017-09-24,5944.0,77.0,Q3 2017,Medical,647.18,1185,Kenya,Mid-Market,Melvin Marxen,Central,GTX,5482
3444,6178B4JM,Anna Snelling,GTX Plus Basic,Domzoom,Won,2017-07-10,2017-07-17,962.0,7.0,Q3 2017,Entertainment,217.87,551,United States,SMB,Dustin Brinkmann,Central,GTX,1096
3445,WC7KCJ2N,Boris Faz,GTX Plus Basic,Silis,Won,2017-07-10,2017-07-21,1063.0,11.0,Q3 2017,Medical,2818.38,6290,United States,Enterprise,Rocco Neubert,East,GTX,1096
3450,9GOWJ93R,Darcel Schlecht,MG Advanced,Domzoom,Won,2017-07-10,2017-09-03,2572.0,55.0,Q3 2017,Entertainment,217.87,551,United States,SMB,Melvin Marxen,Central,MG,3393
3451,L9F6QP4P,Gladys Colclough,MG Advanced,Isdom,Won,2017-07-10,2017-07-19,3230.0,9.0,Q3 2017,Medical,3178.24,4540,United States,Enterprise,Melvin Marxen,Central,MG,3393
3452,1D5AYQO6,Hayden Neloms,MG Special,Condax,Won,2017-07-10,2017-07-19,59.0,9.0,Q3 2017,Medical,4.54,9,United States,SMB,Celia Rouche,West,MG,55
3453,6WR7JQ3C,James Ascencio,MG Advanced,Labdrill,Won,2017-07-10,2017-11-03,3624.0,116.0,Q4 2017,Medical,2741.37,9226,United States,Enterprise,Summer Sewald,West,MG,3393
3455,MN34I4DD,Kami Bicknell,GTX Plus Pro,Hatfan,Won,2017-07-10,2017-09-22,5848.0,74.0,Q3 2017,Services,792.46,1299,United States,Mid-Market,Summer Sewald,West,GTX,5482
3456,9CQ6TMET,Kami Bicknell,MG Special,Dalttechnology,Won,2017-07-10,2017-07-11,42.0,1.0,Q3 2017,Software,98.79,96,United States,SMB,Summer Sewald,West,MG,55
3461,0FGWN6O0,Moses Frase,GTX Basic,Isdom,Won,2017-07-10,2017-07-19,588.0,9.0,Q3 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
3463,8IGYTN3H,Reed Clapper,MG Special,Yearin,Won,2017-07-10,2017-07-17,54.0,7.0,Q3 2017,Retail,2261.05,3851,United States,Enterprise,Rocco Neubert,East,MG,55
3469,DKUVKTIT,Daniell Hammack,GTX Plus Pro,Initech,Won,2017-07-11,2017-07-19,4881.0,8.0,Q3 2017,Telecommunications,6395.05,20275,United States,Enterprise,Rocco Neubert,East,GTX,5482
3471,X2EH33CU,Gladys Colclough,MG Advanced,Genco Pura Olive Oil Company,Won,2017-07-11,2017-07-12,2878.0,1.0,Q3 2017,Retail,894.33,1635,Italy,Enterprise,Melvin Marxen,Central,MG,3393
3473,U3ZMURXR,Hayden Neloms,MG Advanced,Finjob,Won,2017-07-11,2017-09-08,3121.0,59.0,Q3 2017,Employment,2059.9,3644,United States,Enterprise,Celia Rouche,West,MG,3393
3475,KHWG1W75,James Ascencio,MG Special,Goodsilron,Won,2017-07-11,2017-07-18,57.0,7.0,Q3 2017,Marketing,2952.73,5107,United States,Enterprise,Summer Sewald,West,MG,55
3476,MWAW08I7,Jonathan Berthelot,GTX Basic,Treequote,Won,2017-07-11,2017-07-12,576.0,1.0,Q3 2017,Telecommunications,5266.09,8595,United States,Enterprise,Melvin Marxen,Central,GTX,550
3477,0QV1LRME,Jonathan Berthelot,GTX Plus Basic,Konmatfix,Won,2017-07-11,2017-07-18,1258.0,7.0,Q3 2017,Marketing,375.43,1190,United States,Mid-Market,Melvin Marxen,Central,GTX,1096
3480,VBRZZAP8,Kary Hendrixson,GTX Basic,Hottechi,Won,2017-07-11,2017-07-20,491.0,9.0,Q3 2017,Technolgy,8170.38,16499,Korea,Enterprise,Summer Sewald,West,GTX,550
3481,JR76K5YA,Markita Hansen,GTX Basic,Sunnamplex,Won,2017-07-11,2017-08-23,494.0,43.0,Q3 2017,Marketing,894.37,1593,Poland,Enterprise,Celia Rouche,West,GTX,550
3482,RGUC0V54,Maureen Marcano,GTX Plus Basic,Zoomit,Won,2017-07-11,2017-09-19,882.0,70.0,Q3 2017,Entertainment,324.19,978,United States,Mid-Market,Summer Sewald,West,GTX,1096
3483,M93A8LTF,Reed Clapper,GTX Plus Basic,Konex,Won,2017-07-11,2017-07-20,1076.0,9.0,Q3 2017,Technolgy,7708.38,13756,United States,Enterprise,Rocco Neubert,East,GTX,1096
3486,6XLFG3VK,Rosalina Dieter,MG Special,Zoomit,Won,2017-07-11,2017-07-19,57.0,8.0,Q3 2017,Entertainment,324.19,978,United States,Mid-Market,Celia Rouche,West,MG,55
3491,856VG3CS,Boris Faz,GTX Plus Basic,Plussunin,Won,2017-07-12,2017-09-28,1100.0,78.0,Q3 2017,Retail,1419.98,4018,United States,Enterprise,Rocco Neubert,East,GTX,1096
3492,J80ZEYYM,Cassey Cress,MG Advanced,Donquadtech,Won,2017-07-12,2017-09-18,3630.0,68.0,Q3 2017,Technolgy,1712.68,3194,United States,Enterprise,Rocco Neubert,East,MG,3393
3498,HUNM56HY,Hayden Neloms,MG Advanced,Sunnamplex,Won,2017-07-12,2017-07-23,3741.0,11.0,Q3 2017,Marketing,894.37,1593,Poland,Enterprise,Celia Rouche,West,MG,3393
3499,SIONXEMH,Hayden Neloms,MG Advanced,Y-corporation,Won,2017-07-12,2017-07-14,2905.0,2.0,Q3 2017,Employment,2871.35,9561,United States,Enterprise,Celia Rouche,West,MG,3393
3501,BUJ1TX7Y,Maureen Marcano,GTX Plus Basic,Finjob,Won,2017-07-12,2017-09-14,1023.0,64.0,Q3 2017,Employment,2059.9,3644,United States,Enterprise,Summer Sewald,West,GTX,1096
3502,6C70OX62,Maureen Marcano,MG Advanced,Y-corporation,Won,2017-07-12,2017-09-24,3257.0,74.0,Q3 2017,Employment,2871.35,9561,United States,Enterprise,Summer Sewald,West,MG,3393
3504,3N6BHLN6,Niesha Huffines,GTX Plus Basic,Streethex,Won,2017-07-12,2017-08-20,960.0,39.0,Q3 2017,Retail,1376.8,1165,Belgium,Mid-Market,Melvin Marxen,Central,GTX,1096
3505,32K5LEDV,Reed Clapper,GTX Plus Pro,Silis,Won,2017-07-12,2017-07-18,5538.0,6.0,Q3 2017,Medical,2818.38,6290,United States,Enterprise,Rocco Neubert,East,GTX,5482
3506,XW1ONOVO,Boris Faz,MG Advanced,Kan-code,Won,2017-07-13,2017-07-23,3420.0,10.0,Q3 2017,Software,11698.03,34288,United States,Enterprise,Rocco Neubert,East,MG,3393
3508,QF1I965E,Garret Kinder,MG Advanced,Mathtouch,Won,2017-07-13,2017-09-30,3340.0,79.0,Q3 2017,Marketing,3027.46,9516,Jordan,Enterprise,Cara Losch,East,MG,3393
3510,YKBRF0NG,Kary Hendrixson,GTX Plus Basic,Nam-zim,Won,2017-07-13,2017-08-09,1014.0,27.0,Q3 2017,Services,405.59,1179,Brazil,Mid-Market,Summer Sewald,West,GTX,1096
3511,OP2DIRC2,Lajuana Vencill,GTX Basic,Inity,Won,2017-07-13,2017-07-19,536.0,6.0,Q3 2017,Marketing,2403.58,8801,United States,Enterprise,Dustin Brinkmann,Central,GTX,550
3513,IC4J0BIZ,Niesha Huffines,GTX Basic,Codehow,Won,2017-07-13,2017-07-24,550.0,11.0,Q3 2017,Software,2714.9,2641,United States,Enterprise,Melvin Marxen,Central,GTX,550
3514,BNMJAOF4,Niesha Huffines,GTX Basic,Gogozoom,Won,2017-07-13,2017-09-28,469.0,77.0,Q3 2017,Telecommunications,86.68,187,United States,SMB,Melvin Marxen,Central,GTX,550
3515,VSWHUBD0,Niesha Huffines,GTX Basic,Ron-tech,Won,2017-07-13,2017-07-14,585.0,1.0,Q3 2017,Medical,3922.42,6837,United States,Enterprise,Melvin Marxen,Central,GTX,550
3516,7ZWN0JO9,Niesha Huffines,GTX Plus Basic,Scottech,Won,2017-07-13,2017-08-29,943.0,47.0,Q3 2017,Marketing,45.39,100,United States,SMB,Melvin Marxen,Central,GTX,1096
3518,U3M8XTMY,Reed Clapper,GTX Plus Basic,Plussunin,Won,2017-07-13,2017-08-01,1319.0,19.0,Q3 2017,Retail,1419.98,4018,United States,Enterprise,Rocco Neubert,East,GTX,1096
3521,185PGG0J,Anna Snelling,MG Special,Treequote,Won,2017-07-14,2017-07-17,44.0,3.0,Q3 2017,Telecommunications,5266.09,8595,United States,Enterprise,Dustin Brinkmann,Central,MG,55
3525,2X86737Q,Cecily Lampkin,GTX Plus Pro,Inity,Won,2017-07-14,2017-07-16,5537.0,2.0,Q3 2017,Marketing,2403.58,8801,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
3526,HSZOPWWT,Corliss Cosme,GTX Basic,Donware,Won,2017-07-14,2017-09-15,530.0,63.0,Q3 2017,Marketing,1197.44,2570,United States,Enterprise,Cara Losch,East,GTX,550
3527,1KVGSF08,Corliss Cosme,GTX Plus Pro,Konex,Won,2017-07-14,2017-09-23,4989.0,71.0,Q3 2017,Technolgy,7708.38,13756,United States,Enterprise,Cara Losch,East,GTX,5482
3529,516C0X9F,Darcel Schlecht,GTX Plus Basic,Statholdings,Won,2017-07-14,2017-07-26,1144.0,12.0,Q3 2017,Employment,291.27,586,United States,SMB,Melvin Marxen,Central,GTX,1096
3532,DDD515FB,Hayden Neloms,MG Advanced,Xx-holding,Won,2017-07-14,2017-07-15,3362.0,1.0,Q3 2017,Finance,7537.24,20293,United States,Enterprise,Celia Rouche,West,MG,3393
3533,8M6TB2ZX,James Ascencio,GTX Plus Pro,Goodsilron,Won,2017-07-14,2017-07-21,5013.0,7.0,Q3 2017,Marketing,2952.73,5107,United States,Enterprise,Summer Sewald,West,GTX,5482
3536,9CE6F4NZ,Kary Hendrixson,GTX Basic,Plusstrip,Won,2017-07-14,2017-08-27,431.0,44.0,Q3 2017,Entertainment,349.81,315,United States,SMB,Summer Sewald,West,GTX,550
3537,7JBR36G8,Lajuana Vencill,GTX Basic,Genco Pura Olive Oil Company,Won,2017-07-14,2017-07-16,579.0,2.0,Q3 2017,Retail,894.33,1635,Italy,Enterprise,Dustin Brinkmann,Central,GTX,550
3538,EYTBRK2B,Lajuana Vencill,MG Advanced,Warephase,Won,2017-07-14,2017-07-24,3411.0,10.0,Q3 2017,Services,2041.73,5276,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
3540,SJ62BMK5,Markita Hansen,MG Advanced,Plusstrip,Won,2017-07-14,2017-07-15,3973.0,1.0,Q3 2017,Entertainment,349.81,315,United States,SMB,Celia Rouche,West,MG,3393
3542,GHDAXC7T,Reed Clapper,GTX Plus Basic,Zathunicon,Won,2017-07-14,2017-07-15,1029.0,1.0,Q3 2017,Retail,71.12,144,United States,SMB,Rocco Neubert,East,GTX,1096
3543,FQQ2JJZ1,Rosie Papadopoulos,MG Special,Gekko & Co,Won,2017-07-14,2017-07-23,59.0,9.0,Q3 2017,Retail,2520.83,3502,United States,Enterprise,Cara Losch,East,MG,55
3545,8SGMUWET,Vicki Laflamme,GTX Basic,Goodsilron,Won,2017-07-14,2017-09-29,534.0,77.0,Q3 2017,Marketing,2952.73,5107,United States,Enterprise,Celia Rouche,West,GTX,550
3546,3KVS08NL,Violet Mclelland,MG Special,Iselectrics,Won,2017-07-14,2017-07-15,48.0,1.0,Q3 2017,Technolgy,527.11,1428,United States,Mid-Market,Cara Losch,East,MG,55
3547,CLIIR1T0,Zane Levy,MG Special,Finjob,Won,2017-07-14,2017-07-25,57.0,11.0,Q3 2017,Employment,2059.9,3644,United States,Enterprise,Summer Sewald,West,MG,55
3549,6K7LDRKR,Darcel Schlecht,GTX Plus Pro,Stanredtax,Won,2017-07-15,2017-11-11,4009.0,119.0,Q4 2017,Finance,1698.2,3798,United States,Enterprise,Melvin Marxen,Central,GTX,5482
3550,J6UOUH6Y,Darcel Schlecht,MG Advanced,dambase,Won,2017-07-15,2017-09-03,3255.0,50.0,Q3 2017,Marketing,2173.98,2928,United States,Enterprise,Melvin Marxen,Central,MG,3393
3551,2EYTB3PX,Donn Cantrell,MG Advanced,Condax,Won,2017-07-15,2017-07-25,3724.0,10.0,Q3 2017,Medical,4.54,9,United States,SMB,Rocco Neubert,East,MG,3393
3559,568NS3GO,Markita Hansen,MG Advanced,Cheers,Won,2017-07-15,2017-08-27,2791.0,43.0,Q3 2017,Entertainment,4269.9,6472,United States,Enterprise,Celia Rouche,West,MG,3393
3560,TQLO6QP6,Niesha Huffines,MG Advanced,Cancity,Won,2017-07-15,2017-09-02,3501.0,49.0,Q3 2017,Retail,718.62,2448,United States,Enterprise,Melvin Marxen,Central,MG,3393
3562,C75RV9DY,Reed Clapper,GTX Basic,Ganjaflex,Won,2017-07-15,2017-07-16,555.0,1.0,Q3 2017,Retail,5158.71,17479,Japan,Enterprise,Rocco Neubert,East,GTX,550
3563,EUQCW0ZA,Rosalina Dieter,GTX Basic,Lexiqvolax,Won,2017-07-15,2017-07-23,650.0,8.0,Q3 2017,Medical,1618.89,3889,United States,Enterprise,Celia Rouche,West,GTX,550
3565,TT5QRQTF,Vicki Laflamme,MG Special,Konex,Won,2017-07-15,2017-07-21,61.0,6.0,Q3 2017,Technolgy,7708.38,13756,United States,Enterprise,Celia Rouche,West,MG,55
3566,5NXD4U83,Vicki Laflamme,MG Special,Newex,Won,2017-07-15,2017-07-17,54.0,2.0,Q3 2017,Services,1012.72,3492,Germany,Enterprise,Celia Rouche,West,MG,55
3571,OQYDQCTM,Anna Snelling,MG Special,Rangreen,Won,2017-07-16,2017-07-25,59.0,9.0,Q3 2017,Technolgy,2938.67,8775,Panama,Enterprise,Dustin Brinkmann,Central,MG,55
3573,TWO2Q99P,Cecily Lampkin,GTX Plus Pro,Conecom,Won,2017-07-16,2017-09-30,5753.0,76.0,Q3 2017,Technolgy,1520.66,1806,United States,Enterprise,Dustin Brinkmann,Central,GTX,5482
3574,72UVDOKU,Cecily Lampkin,MG Special,Konmatfix,Won,2017-07-16,2017-07-24,62.0,8.0,Q3 2017,Marketing,375.43,1190,United States,Mid-Market,Dustin Brinkmann,Central,MG,55
3575,DMSQ0TSG,Cecily Lampkin,MG Advanced,Isdom,Won,2017-07-16,2017-08-12,3146.0,27.0,Q3 2017,Medical,3178.24,4540,United States,Enterprise,Dustin Brinkmann,Central,MG,3393
3576,FEWIDJGH,Darcel Schlecht,GTX Basic,Rundofase,Won,2017-07-16,2017-07-18,538.0,2.0,Q3 2017,Technolgy,1008.06,1238,United States,Mid-Market,Melvin Marxen,Central,GTX,550
